Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:00,20:20,08h 20m,945.0,9 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,21:25,07h 39m,1099.0,19 Seats available,2.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,23:05,08h 50m,945.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,01:00,10h 00m,801.0,15 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:00,00:45,08h 45m,740.0,16 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),16:15,01:00,08h 45m,740.0,13 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,01:25,08h 40m,832.0,4 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:30,06:30,08h 00m,945.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),22:30,07:30,09h 00m,950.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,09:00,10h 00m,899.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
P K Travels,A/C Sleeper (2+1),18:45,06:30,11h 45m,1100.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
AdSAAM BUS,VE A/C Sleeper (2+1),21:45,06:45,09h 00m,900.0,8 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
National travels and logistics,A/C Sleeper (2+1),22:45,07:00,08h 15m,799.0,19 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,800.0,29 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,600.0,30 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,02:00,04h 15m,650.0,35 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),22:10,02:40,04h 30m,762.0,23 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,900.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04:29,04h 59m,680.0,16 Seats available,4.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,05:30,05h 35m,670.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,05:55,05h 56m,900.0,18 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06:00,06h 01m,800.0,14 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,795.0,14 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,05:50,05h 51m,667.0,11 Seats available,4.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,749.0,15 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Cochin Express,A/C Sleeper (2+1),23:59,05:45,05h 46m,850.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:45,01:50,04h 05m,800.0,25 Seats available,1.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
BLM Transports,A/C Sleeper (2+1),22:00,02:45,04h 45m,903.0,10 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2385,Low Floor AC Seater 2+2,14:59,20:45,05h 46m,383.0,3 Seats available,3.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 3086,Super Express Non AC Seater Air Bus (2+2),15:24,20:20,04h 56m,278.0,7 Seats available,1.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2711,Super Fast Non AC Seater (2+3),16:00,21:30,05h 30m,269.0,49 Seats available,1.3,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2913,Super Fast Non AC Seater (2+3),16:05,21:20,05h 15m,269.0,46 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 765,Super Fast Non AC Seater (2+3),16:30,22:20,05h 50m,269.0,50 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2819,Super Fast Non AC Seater (2+3),16:55,22:15,05h 20m,269.0,46 Seats available,1.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 1867,Low Floor AC Seater 2+2,16:59,22:00,05h 01m,383.0,9 Seats available,2.3,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 833,Super Fast Non AC Seater (2+3),17:00,22:15,05h 15m,230.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),17:10,22:45,05h 35m,269.0,49 Seats available,3.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),17:10,23:50,06h 40m,261.0,40 Seats available,5.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),18:00,00:35,06h 35m,261.0,42 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),18:05,22:15,04h 10m,309.0,12 Seats available,3.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 665,Super Fast Non AC Seater (2+3),18:20,00:15,05h 55m,269.0,45 Seats available,1.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),18:36,23:16,04h 40m,309.0,21 Seats available,3.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 588,Super Express Non AC Seater Air Bus (2+2),18:45,00:00,05h 15m,293.0,18 Seats available,1.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,500.0,13 Seats available,3.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,700.0,20 Seats available,3.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:55,02:30,05h 35m,800.0,20 Seats available,4.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Cochin Express,A/C Sleeper (2+1),21:15,02:30,05h 15m,857.0,4 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,02:20,05h 05m,667.0,28 Seats available,5.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:10,07h 40m,740.0,17 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:15,05:10,07h 55m,709.0,7 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:55,05:50,07h 55m,750.0,19 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:10,07:05,07h 55m,740.0,6 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,05:25,07h 25m,899.0,19 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,07h 35m,700.0,20 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,06:10,08h 10m,700.0,10 Seats available,4.8,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
AdMMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,700.0,16 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
SAAM BUS,VE A/C Sleeper (2+1),21:45,04:45,07h 00m,850.0,25 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:30,05:15,07h 45m,899.0,20 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
DLT BUS,A/C Sleeper (2+1),22:30,06:00,07h 30m,808.0,18 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
AdGOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,999.0,7 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,06h 00m,999.0,28 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06h 35m,899.0,8 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 897,Super Fast Non AC Seater (2+3),15:01,21:30,06h 29m,273.0,1 Seat available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:01,22:25,06h 24m,285.0,32 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,22:15,05h 45m,273.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,18:35,06h 20m,699.0,1 Seat available,4.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
PSK Travels,Bharat Benz A/C Sleeper (2+1),14:00,20:30,06h 30m,1840.0,14 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
A1 Travels,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,1200.0,4 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
National travels and logistics,NON A/C Sleeper (2+1),20:45,04:00,07h 15m,1390.0,11 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
SKS Tours & Travels,A/C Sleeper (2+1),21:00,04:00,07h 00m,1499.0,2 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
MMK Travels,A/C Sleeper (2+1),21:00,03:00,06h 00m,1799.0,9 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
National travels and logistics,A/C Sleeper (2+1),21:00,03:15,06h 15m,1490.0,8 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Suraj Holidays,VE A/C Sleeper (2+1),22:00,05:00,07h 00m,1700.0,5 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
A1 Travels,A/C Seater / Sleeper (2+1),22:00,03:30,05h 30m,1400.0,13 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,19:30,05h 45m,1850.0,22 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Bharathi Travels,A/C Sleeper (2+1),15:00,21:00,06h 00m,1600.0,24 Seats available,1.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,04:00,07h 00m,1224.0,13 Seats available,2.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,1200.0,11 Seats available,0.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
KSRTC (Kerala) - 2371,Low Floor AC Seater 2+2,10:30,20:50,10h 20m,742.0,10 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),10:55,22:00,11h 05m,515.0,45 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,11:30,22:15,10h 45m,723.0,15 Seats available,1.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1118,Super Fast Non AC Seater (2+3),11:50,22:45,10h 55m,502.0,47 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1884,Low Floor AC Seater 2+2,12:30,23:00,10h 30m,742.0,8 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1887,Low Floor AC Seater 2+2,13:30,00:00,10h 30m,723.0,18 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 596,Super Express Non AC Seater Air Bus (2+2),13:40,23:55,10h 15m,555.0,24 Seats available,2.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),13:55,01:55,12h 00m,515.0,46 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2369,Low Floor AC Seater 2+2,14:30,01:00,10h 30m,742.0,17 Seats available,1.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2391,Low Floor AC Seater 2+2,15:30,01:50,10h 20m,723.0,15 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1883,Low Floor AC Seater 2+2,16:30,02:50,10h 20m,742.0,14 Seats available,1.5,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,03:55,10h 30m,515.0,35 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1862,Low Floor AC Seater 2+2,17:30,03:45,10h 15m,723.0,10 Seats available,2.3,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,02:55,08h 55m,586.0,36 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,04:25,09h 55m,742.0,6 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,800.0,28 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,07:30,08h 00m,999.0,35 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,600.0,30 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,903.0,9 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,900.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),12:02,18:35,06h 33m,273.0,18 Seats available,4.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),13:25,19:15,05h 50m,285.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),14:01,20:16,06h 15m,273.0,6 Seats available,2.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),14:46,20:45,05h 59m,396.0,16 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,14:50,20:20,05h 30m,586.0,9 Seats available,3.7,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25,23:05,05h 40m,699.0,2 Seats available,4.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,23:30,06h 00m,750.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,23:00,06:00,07h 00m,750.0,19 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),00:10,06:10,06h 00m,740.0,16 Seats available,3.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,740.0,21 Seats available,4.1,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:00,18:20,06h 20m,791.0,9 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,19:15,05h 29m,873.0,20 Seats available,2.1,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,21:35,07h 20m,791.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:00,22:35,06h 35m,617.0,17 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 380,Unknown,16:15,22:50,06h 35m,617.0,0,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 2385,Low Floor AC Seater 2+2,10:00,20:45,10h 45m,742.0,3 Seats available,1.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1886,Low Floor AC Seater 2+2,11:00,21:20,10h 20m,723.0,14 Seats available,2.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1867,Low Floor AC Seater 2+2,12:00,22:00,10h 00m,742.0,5 Seats available,3.1,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 2567,Super Fast Non AC Seater (2+3),10:05,14:05,04h 00m,174.0,42 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 848,Super Fast Non AC Seater (2+3),10:10,13:45,03h 35m,181.0,51 Seats available,1.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2371,Low Floor AC Seater 2+2,10:30,13:35,03h 05m,253.0,9 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 848,Super Fast Non AC Seater (2+3),10:10,17:20,07h 10m,332.0,49 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 2979,Super Fast Non AC Seater (2+3),10:55,18:10,07h 15m,332.0,48 Seats available,2.0,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 755,Super Fast Non AC Seater (2+3),11:15,18:15,07h 00m,332.0,50 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 2390,Unknown,11:30,18:50,07h 20m,475.0,0,0.0,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
KSRTC (Kerala) - 759,Super Fast Non AC Seater (2+3),10:25,17:35,07h 10m,332.0,45 Seats available,3.4,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
KSRTC (Kerala) - 1885,Low Floor AC Seater 2+2,10:50,17:50,07h 00m,475.0,3 Seats available,3.7,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
KSRTC (Kerala) - 313,Super Fast Non AC Seater (2+3),12:00,18:45,06h 45m,332.0,44 Seats available,3.1,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,1390.0,27 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,700.0,19 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,1200.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:30,08h 00m,1100.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Chandu Travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,846.0,20 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,05:45,08h 15m,910.0,22 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,A/C Sleeper (2+1),22:00,06:15,08h 15m,1000.0,26 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,06:15,08h 35m,990.0,13 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
